dataset_id,data_environment_title,dataset_title,dataset_numberofdata,dataset_description,dataset_end_date,dataset_location,dataset_start_date,dataset_dataenvironment_id,dataset_vers,dataset_times_requested,dataset_data_file_downloads,dataset_number_comments,dataset_datasize,dataset_researchprojectcount,dataset_create_date,update_date,data_environment_id,data_environment_datasetcount,data_environment_description,data_environment_end_date,data_environment_location,data_environment_start_date,data_environment_vers,data_environment_times_requested,data_environment_datasize,data_environment_bounds,data_environment_create_date,data_environment_update_date,tag_category,tag,tag_id
10021,Portland,Freeway Loop Data - 5 min,1,This file contains 5-minute aggregations of the freeway loop detector data.,2011-11-15,Portland,2011-09-15,10002,95,124,0,0,11338233,0,2014-06-02,2014-06-02,10002,15,"The Portland data environment provides the following data: (a) Freeway data consisting of two months of data from dual-loop detectors deployed in the main line and on-ramps of a Portland-area freeway (I-205), (b) Incident data from the Oregon Department of Transportation Advanced Traffic Management System database and planned event data from the ODOT Trip-Check Traveler Information Portal information web site, (c) Weather data from two sources: NOAA data and Remote Weather Information System (RWIS) station data, (d) Three types of arterial data: (1) Volume and occupancy data from four single loop detectors on 82nd Ave., (2) Signal phase and timing data for 32 signals along the 82nd Avenue corridor, (3) Travel times on 82nd Ave., computed from data collected by two Bluetooth readers, and (e) Transit data provided from TriMet, the Portland-metro area transit agency, including schedule, stop event and passenger counts data for both bus and light rail.  The data collection period for all datasets is Sept. 15, 2011 through Nov. 15, 2011.",2011-11-15,"Portland, OR",2011-09-15,2808,9304,378806756,45.5236:-122.6750:45.5236:-122.6750,2014-06-02,2014-06-02,Facility,freeway,11.0
10021,Portland,Freeway Loop Data - 5 min,1,This file contains 5-minute aggregations of the freeway loop detector data.,2011-11-15,Portland,2011-09-15,10002,95,124,0,0,11338233,0,2014-06-02,2014-06-02,10002,15,"The Portland data environment provides the following data: (a) Freeway data consisting of two months of data from dual-loop detectors deployed in the main line and on-ramps of a Portland-area freeway (I-205), (b) Incident data from the Oregon Department of Transportation Advanced Traffic Management System database and planned event data from the ODOT Trip-Check Traveler Information Portal information web site, (c) Weather data from two sources: NOAA data and Remote Weather Information System (RWIS) station data, (d) Three types of arterial data: (1) Volume and occupancy data from four single loop detectors on 82nd Ave., (2) Signal phase and timing data for 32 signals along the 82nd Avenue corridor, (3) Travel times on 82nd Ave., computed from data collected by two Bluetooth readers, and (e) Transit data provided from TriMet, the Portland-metro area transit agency, including schedule, stop event and passenger counts data for both bus and light rail.  The data collection period for all datasets is Sept. 15, 2011 through Nov. 15, 2011.",2011-11-15,"Portland, OR",2011-09-15,2808,9304,378806756,45.5236:-122.6750:45.5236:-122.6750,2014-06-02,2014-06-02,Data Type,occupancy,18.0
10021,Portland,Freeway Loop Data - 5 min,1,This file contains 5-minute aggregations of the freeway loop detector data.,2011-11-15,Portland,2011-09-15,10002,95,124,0,0,11338233,0,2014-06-02,2014-06-02,10002,15,"The Portland data environment provides the following data: (a) Freeway data consisting of two months of data from dual-loop detectors deployed in the main line and on-ramps of a Portland-area freeway (I-205), (b) Incident data from the Oregon Department of Transportation Advanced Traffic Management System database and planned event data from the ODOT Trip-Check Traveler Information Portal information web site, (c) Weather data from two sources: NOAA data and Remote Weather Information System (RWIS) station data, (d) Three types of arterial data: (1) Volume and occupancy data from four single loop detectors on 82nd Ave., (2) Signal phase and timing data for 32 signals along the 82nd Avenue corridor, (3) Travel times on 82nd Ave., computed from data collected by two Bluetooth readers, and (e) Transit data provided from TriMet, the Portland-metro area transit agency, including schedule, stop event and passenger counts data for both bus and light rail.  The data collection period for all datasets is Sept. 15, 2011 through Nov. 15, 2011.",2011-11-15,"Portland, OR",2011-09-15,2808,9304,378806756,45.5236:-122.6750:45.5236:-122.6750,2014-06-02,2014-06-02,Location,portland,9.0
10021,Portland,Freeway Loop Data - 5 min,1,This file contains 5-minute aggregations of the freeway loop detector data.,2011-11-15,Portland,2011-09-15,10002,95,124,0,0,11338233,0,2014-06-02,2014-06-02,10002,15,"The Portland data environment provides the following data: (a) Freeway data consisting of two months of data from dual-loop detectors deployed in the main line and on-ramps of a Portland-area freeway (I-205), (b) Incident data from the Oregon Department of Transportation Advanced Traffic Management System database and planned event data from the ODOT Trip-Check Traveler Information Portal information web site, (c) Weather data from two sources: NOAA data and Remote Weather Information System (RWIS) station data, (d) Three types of arterial data: (1) Volume and occupancy data from four single loop detectors on 82nd Ave., (2) Signal phase and timing data for 32 signals along the 82nd Avenue corridor, (3) Travel times on 82nd Ave., computed from data collected by two Bluetooth readers, and (e) Transit data provided from TriMet, the Portland-metro area transit agency, including schedule, stop event and passenger counts data for both bus and light rail.  The data collection period for all datasets is Sept. 15, 2011 through Nov. 15, 2011.",2011-11-15,"Portland, OR",2011-09-15,2808,9304,378806756,45.5236:-122.6750:45.5236:-122.6750,2014-06-02,2014-06-02,Data Type,speed,17.0
10022,Portland,Freeway Loop Data - 15 min,1,This file contains 15-minute aggregations of the freeway loop detector data.,2011-11-15,Portland,2011-09-15,10002,71,93,0,0,22911743,0,2014-06-02,2014-06-02,10002,15,"The Portland data environment provides the following data: (a) Freeway data consisting of two months of data from dual-loop detectors deployed in the main line and on-ramps of a Portland-area freeway (I-205), (b) Incident data from the Oregon Department of Transportation Advanced Traffic Management System database and planned event data from the ODOT Trip-Check Traveler Information Portal information web site, (c) Weather data from two sources: NOAA data and Remote Weather Information System (RWIS) station data, (d) Three types of arterial data: (1) Volume and occupancy data from four single loop detectors on 82nd Ave., (2) Signal phase and timing data for 32 signals along the 82nd Avenue corridor, (3) Travel times on 82nd Ave., computed from data collected by two Bluetooth readers, and (e) Transit data provided from TriMet, the Portland-metro area transit agency, including schedule, stop event and passenger counts data for both bus and light rail.  The data collection period for all datasets is Sept. 15, 2011 through Nov. 15, 2011.",2011-11-15,"Portland, OR",2011-09-15,2808,9304,378806756,45.5236:-122.6750:45.5236:-122.6750,2014-06-02,2014-06-02,Frequency,less than 1 hour,29.0
10022,Portland,Freeway Loop Data - 15 min,1,This file contains 15-minute aggregations of the freeway loop detector data.,2011-11-15,Portland,2011-09-15,10002,71,93,0,0,22911743,0,2014-06-02,2014-06-02,10002,15,"The Portland data environment provides the following data: (a) Freeway data consisting of two months of data from dual-loop detectors deployed in the main line and on-ramps of a Portland-area freeway (I-205), (b) Incident data from the Oregon Department of Transportation Advanced Traffic Management System database and planned event data from the ODOT Trip-Check Traveler Information Portal information web site, (c) Weather data from two sources: NOAA data and Remote Weather Information System (RWIS) station data, (d) Three types of arterial data: (1) Volume and occupancy data from four single loop detectors on 82nd Ave., (2) Signal phase and timing data for 32 signals along the 82nd Avenue corridor, (3) Travel times on 82nd Ave., computed from data collected by two Bluetooth readers, and (e) Transit data provided from TriMet, the Portland-metro area transit agency, including schedule, stop event and passenger counts data for both bus and light rail.  The data collection period for all datasets is Sept. 15, 2011 through Nov. 15, 2011.",2011-11-15,"Portland, OR",2011-09-15,2808,9304,378806756,45.5236:-122.6750:45.5236:-122.6750,2014-06-02,2014-06-02,Data Type,volume,16.0
10022,Portland,Freeway Loop Data - 15 min,1,This file contains 15-minute aggregations of the freeway loop detector data.,2011-11-15,Portland,2011-09-15,10002,71,93,0,0,22911743,0,2014-06-02,2014-06-02,10002,15,"The Portland data environment provides the following data: (a) Freeway data consisting of two months of data from dual-loop detectors deployed in the main line and on-ramps of a Portland-area freeway (I-205), (b) Incident data from the Oregon Department of Transportation Advanced Traffic Management System database and planned event data from the ODOT Trip-Check Traveler Information Portal information web site, (c) Weather data from two sources: NOAA data and Remote Weather Information System (RWIS) station data, (d) Three types of arterial data: (1) Volume and occupancy data from four single loop detectors on 82nd Ave., (2) Signal phase and timing data for 32 signals along the 82nd Avenue corridor, (3) Travel times on 82nd Ave., computed from data collected by two Bluetooth readers, and (e) Transit data provided from TriMet, the Portland-metro area transit agency, including schedule, stop event and passenger counts data for both bus and light rail.  The data collection period for all datasets is Sept. 15, 2011 through Nov. 15, 2011.",2011-11-15,"Portland, OR",2011-09-15,2808,9304,378806756,45.5236:-122.6750:45.5236:-122.6750,2014-06-02,2014-06-02,Data Type,loop data,15.0
10022,Portland,Freeway Loop Data - 15 min,1,This file contains 15-minute aggregations of the freeway loop detector data.,2011-11-15,Portland,2011-09-15,10002,71,93,0,0,22911743,0,2014-06-02,2014-06-02,10002,15,"The Portland data environment provides the following data: (a) Freeway data consisting of two months of data from dual-loop detectors deployed in the main line and on-ramps of a Portland-area freeway (I-205), (b) Incident data from the Oregon Department of Transportation Advanced Traffic Management System database and planned event data from the ODOT Trip-Check Traveler Information Portal information web site, (c) Weather data from two sources: NOAA data and Remote Weather Information System (RWIS) station data, (d) Three types of arterial data: (1) Volume and occupancy data from four single loop detectors on 82nd Ave., (2) Signal phase and timing data for 32 signals along the 82nd Avenue corridor, (3) Travel times on 82nd Ave., computed from data collected by two Bluetooth readers, and (e) Transit data provided from TriMet, the Portland-metro area transit agency, including schedule, stop event and passenger counts data for both bus and light rail.  The data collection period for all datasets is Sept. 15, 2011 through Nov. 15, 2011.",2011-11-15,"Portland, OR",2011-09-15,2808,9304,378806756,45.5236:-122.6750:45.5236:-122.6750,2014-06-02,2014-06-02,Facility,freeway,11.0
10022,Portland,Freeway Loop Data - 15 min,1,This file contains 15-minute aggregations of the freeway loop detector data.,2011-11-15,Portland,2011-09-15,10002,71,93,0,0,22911743,0,2014-06-02,2014-06-02,10002,15,"The Portland data environment provides the following data: (a) Freeway data consisting of two months of data from dual-loop detectors deployed in the main line and on-ramps of a Portland-area freeway (I-205), (b) Incident data from the Oregon Department of Transportation Advanced Traffic Management System database and planned event data from the ODOT Trip-Check Traveler Information Portal information web site, (c) Weather data from two sources: NOAA data and Remote Weather Information System (RWIS) station data, (d) Three types of arterial data: (1) Volume and occupancy data from four single loop detectors on 82nd Ave., (2) Signal phase and timing data for 32 signals along the 82nd Avenue corridor, (3) Travel times on 82nd Ave., computed from data collected by two Bluetooth readers, and (e) Transit data provided from TriMet, the Portland-metro area transit agency, including schedule, stop event and passenger counts data for both bus and light rail.  The data collection period for all datasets is Sept. 15, 2011 through Nov. 15, 2011.",2011-11-15,"Portland, OR",2011-09-15,2808,9304,378806756,45.5236:-122.6750:45.5236:-122.6750,2014-06-02,2014-06-02,Data Type,occupancy,18.0
10022,Portland,Freeway Loop Data - 15 min,1,This file contains 15-minute aggregations of the freeway loop detector data.,2011-11-15,Portland,2011-09-15,10002,71,93,0,0,22911743,0,2014-06-02,2014-06-02,10002,15,"The Portland data environment provides the following data: (a) Freeway data consisting of two months of data from dual-loop detectors deployed in the main line and on-ramps of a Portland-area freeway (I-205), (b) Incident data from the Oregon Department of Transportation Advanced Traffic Management System database and planned event data from the ODOT Trip-Check Traveler Information Portal information web site, (c) Weather data from two sources: NOAA data and Remote Weather Information System (RWIS) station data, (d) Three types of arterial data: (1) Volume and occupancy data from four single loop detectors on 82nd Ave., (2) Signal phase and timing data for 32 signals along the 82nd Avenue corridor, (3) Travel times on 82nd Ave., computed from data collected by two Bluetooth readers, and (e) Transit data provided from TriMet, the Portland-metro area transit agency, including schedule, stop event and passenger counts data for both bus and light rail.  The data collection period for all datasets is Sept. 15, 2011 through Nov. 15, 2011.",2011-11-15,"Portland, OR",2011-09-15,2808,9304,378806756,45.5236:-122.6750:45.5236:-122.6750,2014-06-02,2014-06-02,Location,portland,9.0
10022,Portland,Freeway Loop Data - 15 min,1,This file contains 15-minute aggregations of the freeway loop detector data.,2011-11-15,Portland,2011-09-15,10002,71,93,0,0,22911743,0,2014-06-02,2014-06-02,10002,15,"The Portland data environment provides the following data: (a) Freeway data consisting of two months of data from dual-loop detectors deployed in the main line and on-ramps of a Portland-area freeway (I-205), (b) Incident data from the Oregon Department of Transportation Advanced Traffic Management System database and planned event data from the ODOT Trip-Check Traveler Information Portal information web site, (c) Weather data from two sources: NOAA data and Remote Weather Information System (RWIS) station data, (d) Three types of arterial data: (1) Volume and occupancy data from four single loop detectors on 82nd Ave., (2) Signal phase and timing data for 32 signals along the 82nd Avenue corridor, (3) Travel times on 82nd Ave., computed from data collected by two Bluetooth readers, and (e) Transit data provided from TriMet, the Portland-metro area transit agency, including schedule, stop event and passenger counts data for both bus and light rail.  The data collection period for all datasets is Sept. 15, 2011 through Nov. 15, 2011.",2011-11-15,"Portland, OR",2011-09-15,2808,9304,378806756,45.5236:-122.6750:45.5236:-122.6750,2014-06-02,2014-06-02,Data Type,speed,17.0
10023,Portland,Freeway Loop Data - 1 hr,1,This file contains 1-hour aggregations of the freeway loop detector data.,2011-11-15,Portland,2011-09-15,10002,61,78,0,0,5993539,0,2014-06-02,2014-06-02,10002,15,"The Portland data environment provides the following data: (a) Freeway data consisting of two months of data from dual-loop detectors deployed in the main line and on-ramps of a Portland-area freeway (I-205), (b) Incident data from the Oregon Department of Transportation Advanced Traffic Management System database and planned event data from the ODOT Trip-Check Traveler Information Portal information web site, (c) Weather data from two sources: NOAA data and Remote Weather Information System (RWIS) station data, (d) Three types of arterial data: (1) Volume and occupancy data from four single loop detectors on 82nd Ave., (2) Signal phase and timing data for 32 signals along the 82nd Avenue corridor, (3) Travel times on 82nd Ave., computed from data collected by two Bluetooth readers, and (e) Transit data provided from TriMet, the Portland-metro area transit agency, including schedule, stop event and passenger counts data for both bus and light rail.  The data collection period for all datasets is Sept. 15, 2011 through Nov. 15, 2011.",2011-11-15,"Portland, OR",2011-09-15,2808,9304,378806756,45.5236:-122.6750:45.5236:-122.6750,2014-06-02,2014-06-02,Data Type,volume,16.0
10023,Portland,Freeway Loop Data - 1 hr,1,This file contains 1-hour aggregations of the freeway loop detector data.,2011-11-15,Portland,2011-09-15,10002,61,78,0,0,5993539,0,2014-06-02,2014-06-02,10002,15,"The Portland data environment provides the following data: (a) Freeway data consisting of two months of data from dual-loop detectors deployed in the main line and on-ramps of a Portland-area freeway (I-205), (b) Incident data from the Oregon Department of Transportation Advanced Traffic Management System database and planned event data from the ODOT Trip-Check Traveler Information Portal information web site, (c) Weather data from two sources: NOAA data and Remote Weather Information System (RWIS) station data, (d) Three types of arterial data: (1) Volume and occupancy data from four single loop detectors on 82nd Ave., (2) Signal phase and timing data for 32 signals along the 82nd Avenue corridor, (3) Travel times on 82nd Ave., computed from data collected by two Bluetooth readers, and (e) Transit data provided from TriMet, the Portland-metro area transit agency, including schedule, stop event and passenger counts data for both bus and light rail.  The data collection period for all datasets is Sept. 15, 2011 through Nov. 15, 2011.",2011-11-15,"Portland, OR",2011-09-15,2808,9304,378806756,45.5236:-122.6750:45.5236:-122.6750,2014-06-02,2014-06-02,Data Type,loop data,15.0
10023,Portland,Freeway Loop Data - 1 hr,1,This file contains 1-hour aggregations of the freeway loop detector data.,2011-11-15,Portland,2011-09-15,10002,61,78,0,0,5993539,0,2014-06-02,2014-06-02,10002,15,"The Portland data environment provides the following data: (a) Freeway data consisting of two months of data from dual-loop detectors deployed in the main line and on-ramps of a Portland-area freeway (I-205), (b) Incident data from the Oregon Department of Transportation Advanced Traffic Management System database and planned event data from the ODOT Trip-Check Traveler Information Portal information web site, (c) Weather data from two sources: NOAA data and Remote Weather Information System (RWIS) station data, (d) Three types of arterial data: (1) Volume and occupancy data from four single loop detectors on 82nd Ave., (2) Signal phase and timing data for 32 signals along the 82nd Avenue corridor, (3) Travel times on 82nd Ave., computed from data collected by two Bluetooth readers, and (e) Transit data provided from TriMet, the Portland-metro area transit agency, including schedule, stop event and passenger counts data for both bus and light rail.  The data collection period for all datasets is Sept. 15, 2011 through Nov. 15, 2011.",2011-11-15,"Portland, OR",2011-09-15,2808,9304,378806756,45.5236:-122.6750:45.5236:-122.6750,2014-06-02,2014-06-02,Facility,freeway,11.0
